traj,px,py,pz,vx,vy,vz,ax,ay,az,roll,pitch,yaw
9,-0.295,0.08,0.562,1.124,-0.685,-0.063,-0.066,0.518,0.081,-0.009,-0.053,0.2
9,-0.286,0.076,0.562,1.127,-0.679,-0.062,-0.036,0.628,0.093,-0.014,-0.054,0.199
9,-0.278,0.071,0.561,1.129,-0.673,-0.062,-0.054,0.649,0.02,-0.02,-0.054,0.198
9,-0.27,0.067,0.561,1.131,-0.667,-0.061,-0.047,0.745,0.017,-0.025,-0.054,0.198
9,-0.253,0.058,0.56,1.132,-0.659,-0.061,-0.107,0.789,0.07,-0.03,-0.054,0.197
9,-0.245,0.054,0.56,1.131,-0.649,-0.061,-0.12,0.809,0.121,-0.035,-0.054,0.196
9,-0.237,0.049,0.559,1.133,-0.642,-0.06,-0.132,0.874,0.089,-0.04,-0.054,0.195
9,-0.229,0.045,0.559,1.135,-0.633,-0.059,-0.15,0.873,0.073,-0.044,-0.054,0.195
9,-0.22,0.041,0.559,1.136,-0.624,-0.058,-0.149,0.9,0.128,-0.053,-0.054,0.194
9,-0.204,0.033,0.558,1.137,-0.614,-0.057,-0.149,0.9,0.128,-0.053,-0.054,0.194
9,-0.196,0.029,0.557,1.135,-0.601,-0.055,-0.15,1.001,0.15,-0.057,-0.053,0.193
9,-0.187,0.025,0.557,1.136,-0.59,-0.053,-0.124,1.057,0.162,-0.065,-0.053,0.192
9,-0.179,0.022,0.557,1.137,-0.58,-0.052,-0.124,1.057,0.162,-0.065,-0.053,0.192
9,-0.171,0.018,0.556,1.138,-0.569,-0.05,-0.114,1.078,0.119,-0.068,-0.054,0.191
9,-0.155,0.011,0.556,1.138,-0.558,-0.05,-0.141,1.124,0.121,-0.071,-0.053,0.19
9,-0.146,0.008,0.555,1.136,-0.543,-0.048,-0.168,1.125,0.102,-0.074,-0.054,0.189
9,-0.138,0.004,0.555,1.136,-0.543,-0.048,-0.173,1.151,0.078,-0.078,-0.053,0.188
9,-0.13,0.001,0.555,1.136,-0.543,-0.048,-0.173,1.151,0.078,-0.078,-0.053,0.188
9,-0.122,-0.002,0.554,1.137,-0.531,-0.047,-0.173,1.151,0.078,-0.078,-0.053,0.188
9,-0.105,-0.008,0.554,1.14,-0.522,-0.046,-0.18,1.247,0.13,-0.081,-0.053,0.186
9,-0.097,-0.011,0.554,1.126,-0.474,-0.042,-0.194,1.267,0.169,-0.09,-0.052,0.182
9,-0.089,-0.014,0.553,1.127,-0.461,-0.04,-0.233,1.327,0.172,-0.098,-0.051,0.18
9,-0.081,-0.017,0.553,1.128,-0.448,-0.038,-0.262,1.375,0.135,-0.098,-0.051,0.18
9,-0.073,-0.019,0.553,1.128,-0.434,-0.036,-0.262,1.375,0.135,-0.102,-0.05,0.178
9,-0.057,-0.024,0.552,1.127,-0.419,-0.035,-0.26,1.4,0.105,-0.105,-0.049,0.177
9,-0.049,-0.026,0.552,1.124,-0.402,-0.034,-0.267,1.398,0.086,-0.108,-0.049,0.175
9,-0.041,-0.028,0.552,1.124,-0.402,-0.034,-0.271,1.408,0.058,-0.111,-0.048,0.174
9,-0.033,-0.03,0.551,1.124,-0.402,-0.034,-0.271,1.408,0.058,-0.111,-0.048,0.174
9,-0.025,-0.032,0.551,1.124,-0.387,-0.033,-0.271,1.408,0.058,-0.111,-0.048,0.174
9,0.007,-0.039,0.55,1.127,-0.375,-0.032,-0.298,1.439,0.081,-0.115,-0.047,0.172
9,0.023,-0.042,0.55,1.127,-0.375,-0.032,-0.315,1.455,0.112,-0.118,-0.046,0.17
9,0.023,-0.042,0.55,1.127,-0.375,-0.032,-0.315,1.455,0.112,-0.118,-0.046,0.17
9,0.023,-0.042,0.55,1.127,-0.375,-0.032,-0.315,1.455,0.112,-0.118,-0.046,0.17
9,0.023,-0.042,0.55,1.129,-0.362,-0.031,-0.334,1.458,0.115,-0.118,-0.046,0.17
9,0.039,-0.044,0.549,1.134,-0.337,-0.028,-0.321,1.56,0.127,-0.128,-0.042,0.165
9,0.047,-0.045,0.549,1.085,-0.28,-0.026,-0.306,1.509,0.115,-0.13,-0.042,0.163
9,0.055,-0.046,0.549,1.071,-0.22,-0.022,-0.329,1.475,0.028,-0.133,-0.04,0.157
9,0.062,-0.047,0.549,1.071,-0.188,-0.02,-0.354,1.524,0.048,-0.134,-0.038,0.155
9,0.07,-0.047,0.549,1.07,-0.171,-0.019,-0.338,1.527,0.033,-0.135,-0.037,0.152
9,0.086,-0.048,0.548,1.069,-0.154,-0.019,-0.338,1.527,0.033,-0.137,-0.036,0.15
9,0.093,-0.048,0.548,1.066,-0.135,-0.017,-0.32,1.529,0.1,-0.138,-0.036,0.145
9,0.101,-0.048,0.548,1.066,-0.119,-0.016,-0.328,1.509,0.047,-0.138,-0.036,0.145
9,0.109,-0.048,0.547,1.065,-0.102,-0.016,-0.352,1.509,0.023,-0.14,-0.036,0.14
9,0.116,-0.048,0.547,1.064,-0.084,-0.015,-0.338,1.496,0.001,-0.14,-0.035,0.137
9,0.132,-0.048,0.547,1.062,-0.067,-0.015,-0.338,1.496,0.001,-0.14,-0.035,0.137
9,0.139,-0.047,0.546,1.058,-0.048,-0.015,-0.336,1.491,-0.038,-0.14,-0.035,0.135
9,0.147,-0.047,0.546,1.057,-0.031,-0.016,-0.365,1.459,-0.04,-0.14,-0.035,0.132
9,0.154,-0.046,0.546,1.056,-0.014,-0.016,-0.322,1.48,0.002,-0.142,-0.036,0.126
9,0.162,-0.045,0.545,1.055,0.004,-0.016,-0.35,1.501,-0.009,-0.142,-0.036,0.126
9,0.176,-0.044,0.545,1.053,0.021,-0.016,-0.35,1.501,-0.009,-0.144,-0.036,0.123
9,0.184,-0.042,0.545,1.048,0.042,-0.016,-0.323,1.572,0.006,-0.148,-0.035,0.118
9,0.191,-0.041,0.544,1.047,0.059,-0.016,-0.329,1.54,0.026,-0.149,-0.034,0.115
9,0.199,-0.04,0.544,1.046,0.077,-0.016,-0.329,1.54,0.026,-0.149,-0.034,0.115
9,0.206,-0.038,0.544,1.045,0.094,-0.016,-0.283,1.538,0.062,-0.151,-0.033,0.109
9,0.221,-0.035,0.543,1.042,0.113,-0.016,-0.283,1.538,0.062,-0.151,-0.033,0.109
9,0.228,-0.033,0.543,1.036,0.134,-0.016,-0.285,1.547,0.034,-0.152,-0.032,0.106
9,0.235,-0.031,0.543,1.034,0.153,-0.016,-0.299,1.559,-0.029,-0.154,-0.031,0.103
9,0.243,-0.029,0.543,1.033,0.171,-0.017,-0.305,1.567,-0.041,-0.156,-0.031,0.1
9,0.25,-0.027,0.542,1.03,0.19,-0.017,-0.308,1.561,-0.026,-0.157,-0.03,0.097
9,0.264,-0.023,0.542,1.028,0.208,-0.018,-0.308,1.561,-0.026,-0.159,-0.03,0.094
9,0.271,-0.02,0.541,1.022,0.229,-0.02,-0.276,1.579,-0.029,-0.16,-0.03,0.091
9,0.279,-0.017,0.541,1.02,0.248,-0.02,-0.283,1.588,-0.032,-0.16,-0.03,0.088
9,0.286,-0.015,0.54,1.019,0.267,-0.021,-0.254,1.564,-0.0,-0.161,-0.03,0.085
9,0.293,-0.012,0.54,1.017,0.287,-0.022,-0.254,1.564,-0.0,-0.16,-0.031,0.081
9,0.307,-0.006,0.539,1.015,0.305,-0.023,-0.203,1.539,0.002,-0.159,-0.031,0.078
9,0.314,-0.003,0.539,1.008,0.326,-0.024,-0.207,1.479,0.02,-0.157,-0.032,0.074
9,0.321,0.0,0.539,1.006,0.345,-0.024,-0.188,1.448,0.059,-0.156,-0.032,0.072
9,0.328,0.004,0.538,1.005,0.362,-0.025,-0.188,1.448,0.059,-0.156,-0.032,0.069
9,0.335,0.008,0.538,1.002,0.38,-0.025,-0.241,1.428,0.066,-0.154,-0.034,0.065
9,0.342,0.011,0.538,1.002,0.38,-0.025,-0.241,1.428,0.066,-0.153,-0.034,0.062
9,0.342,0.011,0.538,1.002,0.38,-0.025,-0.241,1.428,0.066,-0.153,-0.034,0.062
9,0.363,0.022,0.536,1.004,0.412,-0.025,-0.172,1.383,0.107,-0.151,-0.036,0.059
9,0.37,0.027,0.536,0.984,0.452,-0.026,-0.148,1.276,0.15,-0.15,-0.036,0.054
9,0.376,0.03,0.535,0.983,0.468,-0.025,-0.083,1.272,0.12,-0.146,-0.037,0.047
9,0.391,0.039,0.535,0.98,0.486,-0.025,-0.083,1.272,0.12,-0.146,-0.037,0.047
9,0.397,0.043,0.534,0.976,0.503,-0.024,-0.107,1.237,0.119,-0.142,-0.038,0.043
9,0.404,0.048,0.534,0.975,0.52,-0.024,-0.089,1.203,0.1,-0.138,-0.038,0.039
9,0.411,0.053,0.534,0.975,0.535,-0.024,-0.055,1.171,0.148,-0.135,-0.039,0.036
9,0.418,0.057,0.534,0.975,0.549,-0.023,-0.055,1.171,0.148,-0.133,-0.04,0.032
9,0.432,0.067,0.533,0.974,0.563,-0.022,-0.06,1.147,0.162,-0.13,-0.041,0.028
9,0.439,0.072,0.533,0.974,0.563,-0.022,-0.042,1.096,0.124,-0.128,-0.042,0.025
9,0.446,0.077,0.533,0.971,0.594,-0.022,-0.028,1.0,0.102,-0.125,-0.043,0.021
9,0.453,0.082,0.532,0.967,0.595,-0.023,0.044,1.007,0.11,-0.121,-0.045,0.015
9,0.459,0.087,0.532,0.966,0.61,-0.023,0.043,1.028,0.079,-0.121,-0.045,0.015
9,0.473,0.097,0.531,0.965,0.624,-0.023,0.043,1.028,0.079,-0.119,-0.047,0.012
9,0.48,0.103,0.531,0.965,0.624,-0.023,0.047,0.999,0.087,-0.118,-0.046,0.01
9,0.487,0.108,0.531,0.965,0.624,-0.023,0.047,0.999,0.087,-0.118,-0.046,0.01
9,0.494,0.114,0.53,0.96,0.64,-0.024,0.047,0.999,0.087,-0.118,-0.046,0.01
9,0.494,0.114,0.53,0.96,0.64,-0.024,0.047,0.999,0.087,-0.118,-0.046,0.01
9,0.494,0.114,0.53,0.96,0.64,-0.024,0.047,0.999,0.087,-0.118,-0.046,0.01
9,0.494,0.114,0.53,0.96,0.64,-0.024,0.047,0.999,0.087,-0.118,-0.046,0.01
9,0.528,0.142,0.529,0.961,0.653,-0.024,0.037,0.813,0.144,-0.116,-0.047,0.006
9,0.535,0.148,0.529,0.971,0.676,-0.022,0.102,0.835,0.167,-0.109,-0.051,-0.004
9,0.542,0.154,0.528,0.986,0.708,-0.019,0.125,0.808,0.156,-0.104,-0.054,-0.01
9,0.556,0.166,0.528,0.942,0.735,-0.022,0.225,0.727,0.195,-0.096,-0.056,-0.016
9,0.564,0.172,0.528,0.944,0.745,-0.021,0.201,0.545,0.133,-0.091,-0.058,-0.02
9,0.571,0.178,0.528,0.948,0.756,-0.021,0.187,0.514,0.105,-0.083,-0.059,-0.026
9,0.578,0.184,0.528,0.952,0.765,-0.02,0.2,0.552,0.068,-0.079,-0.06,-0.029
9,0.585,0.19,0.527,0.955,0.774,-0.02,0.21,0.467,0.087,-0.079,-0.06,-0.029
9,0.599,0.203,0.527,0.958,0.782,-0.02,0.212,0.378,0.144,-0.076,-0.061,-0.032
9,0.606,0.209,0.527,0.96,0.79,-0.02,0.272,0.387,0.151,-0.071,-0.064,-0.038
9,0.614,0.216,0.527,0.964,0.797,-0.018,0.301,0.387,0.173,-0.071,-0.064,-0.038
9,0.621,0.222,0.527,0.969,0.804,-0.017,0.327,0.324,0.138,-0.069,-0.065,-0.041
9,0.628,0.228,0.527,0.974,0.81,-0.016,0.284,0.254,0.121,-0.064,-0.069,-0.047
9,0.642,0.241,0.526,0.978,0.816,-0.016,0.342,0.307,0.172,-0.064,-0.069,-0.047
9,0.65,0.247,0.526,0.98,0.822,-0.015,0.339,0.308,0.195,-0.06,-0.072,-0.052
9,0.657,0.254,0.527,0.985,0.828,-0.014,0.315,0.277,0.181,-0.06,-0.072,-0.052
9,0.664,0.26,0.526,0.99,0.834,-0.013,0.314,0.193,0.154,-0.059,-0.075,-0.056
9,0.672,0.267,0.526,0.994,0.84,-0.012,0.329,0.223,0.133,-0.059,-0.075,-0.056
9,0.687,0.28,0.526,0.999,0.844,-0.011,0.372,0.268,0.153,-0.058,-0.076,-0.058
9,0.694,0.286,0.526,1.002,0.848,-0.01,0.349,0.231,0.154,-0.055,-0.077,-0.062
9,0.701,0.293,0.526,1.007,0.853,-0.01,0.356,0.26,0.148,-0.055,-0.077,-0.062
9,0.709,0.3,0.526,1.012,0.858,-0.009,0.424,0.225,0.154,-0.053,-0.077,-0.064
9,0.717,0.306,0.526,1.018,0.861,-0.008,0.44,0.092,0.14,-0.051,-0.076,-0.065
9,0.732,0.319,0.526,1.023,0.864,-0.007,0.44,0.092,0.14,-0.048,-0.076,-0.067
9,0.74,0.326,0.526,1.024,0.869,-0.007,0.362,0.13,0.006,-0.043,-0.074,-0.07
9,0.747,0.332,0.526,1.029,0.873,-0.007,0.314,0.055,0.049,-0.043,-0.074,-0.07
9,0.755,0.339,0.527,1.034,0.876,-0.007,0.293,0.014,0.033,-0.04,-0.073,-0.072
9,0.77,0.353,0.527,1.039,0.878,-0.007,0.293,0.014,0.033,-0.038,-0.072,-0.073
9,0.778,0.359,0.526,1.041,0.88,-0.007,0.283,0.048,-0.039,-0.032,-0.069,-0.077
9,0.786,0.366,0.526,1.045,0.883,-0.008,0.252,-0.039,-0.004,-0.032,-0.069,-0.077
9,0.794,0.373,0.527,1.05,0.885,-0.009,0.199,-0.088,0.023,-0.03,-0.067,-0.078
9,0.802,0.379,0.527,1.054,0.886,-0.009,0.209,-0.166,-0.028,-0.027,-0.066,-0.08
9,0.81,0.386,0.527,1.058,0.886,-0.009,0.235,-0.11,-0.016,-0.019,-0.064,-0.084
9,0.825,0.399,0.526,1.061,0.886,-0.009,0.176,-0.131,-0.01,-0.019,-0.064,-0.084
9,0.833,0.405,0.526,1.062,0.884,-0.01,0.105,-0.184,-0.007,-0.016,-0.064,-0.086
9,0.841,0.412,0.527,1.065,0.885,-0.01,0.19,-0.172,-0.045,-0.013,-0.063,-0.088
9,0.849,0.419,0.526,1.068,0.884,-0.011,0.193,-0.291,0.017,-0.012,-0.061,-0.09
9,0.857,0.425,0.527,1.071,0.884,-0.011,0.086,-0.287,-0.007,-0.007,-0.06,-0.093
9,0.873,0.438,0.527,1.073,0.882,-0.011,0.105,-0.204,0.006,-0.007,-0.06,-0.093
9,0.881,0.445,0.527,1.073,0.879,-0.011,0.163,-0.283,0.052,-0.005,-0.06,-0.095
9,0.889,0.451,0.527,1.077,0.876,-0.011,0.166,-0.405,0.037,-0.001,-0.059,-0.099
9,0.897,0.457,0.526,1.081,0.874,-0.01,0.079,-0.371,0.014,0.002,-0.059,-0.1
9,0.905,0.464,0.526,1.083,0.872,-0.01,0.078,-0.341,0.048,0.002,-0.059,-0.1
9,0.922,0.477,0.527,1.085,0.87,-0.01,0.118,-0.422,0.034,0.003,-0.059,-0.102
9,0.93,0.483,0.527,1.084,0.866,-0.01,0.082,-0.447,-0.007,0.005,-0.058,-0.103
9,0.938,0.489,0.527,1.087,0.863,-0.009,0.091,-0.43,-0.033,0.007,-0.057,-0.105
9,0.946,0.496,0.527,1.09,0.86,-0.01,0.048,-0.388,0.011,0.01,-0.057,-0.106
9,0.954,0.502,0.527,1.092,0.855,-0.01,0.066,-0.48,-0.011,0.015,-0.056,-0.109
9,0.97,0.514,0.526,1.094,0.851,-0.009,0.125,-0.465,-0.014,0.015,-0.056,-0.109
9,0.979,0.521,0.526,1.094,0.844,-0.009,0.092,-0.458,0.06,0.017,-0.056,-0.111
9,0.987,0.527,0.527,1.096,0.841,-0.009,0.009,-0.506,0.061,0.02,-0.055,-0.113
9,0.995,0.533,0.527,1.099,0.836,-0.008,0.029,-0.563,0.029,0.021,-0.055,-0.114
9,1.011,0.545,0.527,1.1,0.831,-0.007,0.029,-0.563,0.029,0.024,-0.054,-0.115
9,1.02,0.551,0.527,1.1,0.823,-0.006,0.068,-0.573,0.022,0.026,-0.053,-0.117
9,1.028,0.557,0.527,1.103,0.818,-0.005,-0.025,-0.63,-0.026,0.03,-0.053,-0.118
9,1.036,0.563,0.527,1.105,0.813,-0.005,-0.015,-0.62,-0.022,0.033,-0.053,-0.119
9,1.044,0.569,0.527,1.107,0.807,-0.006,-0.007,-0.628,-0.012,0.035,-0.052,-0.12
9,1.052,0.575,0.527,1.108,0.8,-0.006,-0.022,-0.6,0.019,0.039,-0.052,-0.123
9,1.069,0.586,0.527,1.109,0.793,-0.005,-0.022,-0.6,0.019,0.039,-0.052,-0.123
9,1.077,0.591,0.527,1.107,0.784,-0.004,0.001,-0.772,-0.019,0.041,-0.051,-0.125
9,1.085,0.597,0.527,1.108,0.778,-0.004,-0.029,-0.677,-0.025,0.041,-0.051,-0.125
9,1.093,0.603,0.527,1.109,0.772,-0.004,-0.03,-0.67,0.011,0.042,-0.051,-0.126
9,1.102,0.608,0.527,1.11,0.765,-0.004,0.001,-0.787,-0.019,0.043,-0.05,-0.127
9,1.11,0.614,0.528,1.11,0.765,-0.004,0.001,-0.787,-0.019,0.043,-0.049,-0.129
9,1.126,0.624,0.527,1.111,0.757,-0.004,-0.077,-0.727,-0.011,0.043,-0.049,-0.129
9,1.135,0.63,0.527,1.107,0.738,-0.004,-0.061,-0.76,-0.038,0.045,-0.049,-0.131
9,1.143,0.635,0.528,1.108,0.731,-0.004,-0.096,-0.73,-0.057,0.046,-0.048,-0.133
9,1.151,0.64,0.527,1.109,0.723,-0.004,-0.076,-0.694,-0.041,0.046,-0.048,-0.133
9,1.168,0.65,0.527,1.109,0.716,-0.004,-0.076,-0.694,-0.041,0.047,-0.048,-0.134
9,1.176,0.655,0.528,1.109,0.716,-0.004,-0.076,-0.694,-0.041,0.047,-0.048,-0.134
9,1.184,0.661,0.528,1.107,0.707,-0.004,-0.063,-0.776,-0.025,0.047,-0.047,-0.135
9,1.192,0.665,0.528,1.11,0.702,-0.004,-0.115,-0.683,-0.022,0.048,-0.047,-0.137
9,1.2,0.67,0.528,1.108,0.684,-0.004,-0.081,-0.719,-0.028,0.049,-0.045,-0.139
9,1.217,0.68,0.528,1.108,0.676,-0.004,-0.129,-0.714,-0.001,0.049,-0.045,-0.139
9,1.225,0.685,0.528,1.106,0.666,-0.003,-0.132,-0.745,-0.021,0.052,-0.043,-0.141
9,1.233,0.689,0.528,1.107,0.659,-0.003,-0.117,-0.794,-0.01,0.052,-0.043,-0.141
9,1.242,0.694,0.528,1.107,0.651,-0.003,-0.157,-0.772,0.012,0.054,-0.04,-0.142
9,1.25,0.699,0.528,1.107,0.643,-0.003,-0.195,-0.739,-0.049,0.054,-0.038,-0.143
9,1.266,0.707,0.528,1.107,0.635,-0.003,-0.173,-0.779,-0.033,0.054,-0.038,-0.143
9,1.275,0.712,0.528,1.103,0.625,-0.002,-0.173,-0.779,-0.033,0.055,-0.037,-0.144
9,1.283,0.716,0.528,1.104,0.617,-0.002,-0.259,-0.745,-0.006,0.054,-0.034,-0.144
9,1.291,0.72,0.528,1.103,0.608,-0.002,-0.218,-0.787,-0.033,0.055,-0.032,-0.145
9,1.299,0.725,0.528,1.102,0.6,-0.002,-0.288,-0.721,0.005,0.055,-0.029,-0.146
9,1.316,0.733,0.528,1.101,0.592,-0.002,-0.324,-0.702,-0.008,0.054,-0.026,-0.147
9,1.324,0.737,0.528,1.096,0.582,-0.002,-0.36,-0.757,0.014,0.052,-0.022,-0.148
9,1.332,0.741,0.528,1.095,0.575,-0.001,-0.458,-0.613,0.058,0.051,-0.015,-0.149
9,1.34,0.745,0.529,1.093,0.568,-0.001,-0.397,-0.644,-0.012,0.049,-0.011,-0.15
9,1.348,0.749,0.529,1.09,0.56,0.0,-0.443,-0.651,-0.017,0.049,-0.007,-0.151
9,1.364,0.757,0.528,1.087,0.552,0.001,-0.508,-0.588,0.048,0.049,-0.007,-0.151
9,1.372,0.761,0.529,1.081,0.543,0.001,-0.501,-0.611,0.012,0.048,0.002,-0.152
9,1.38,0.764,0.528,1.077,0.536,0.002,-0.681,-0.57,0.03,0.048,0.002,-0.152
9,1.388,0.768,0.529,1.073,0.53,0.003,-0.654,-0.581,-0.015,0.049,0.011,-0.153
9,1.396,0.772,0.529,1.069,0.523,0.003,-0.692,-0.623,-0.007,0.049,0.011,-0.153
9,1.412,0.779,0.529,1.063,0.516,0.003,-0.742,-0.56,0.032,0.049,0.016,-0.154
9,1.419,0.783,0.529,1.054,0.506,0.004,-0.742,-0.56,0.032,0.05,0.02,-0.154
9,1.427,0.786,0.529,1.054,0.506,0.004,-0.748,-0.603,0.013,0.051,0.023,-0.155
9,1.435,0.789,0.529,1.042,0.493,0.005,-0.807,-0.531,-0.014,0.053,0.031,-0.156
9,1.443,0.793,0.529,1.036,0.486,0.005,-0.872,-0.597,-0.024,0.053,0.031,-0.156
9,1.458,0.799,0.529,1.028,0.479,0.005,-0.872,-0.597,-0.024,0.054,0.033,-0.157
9,1.465,0.803,0.53,1.018,0.47,0.005,-0.911,-0.558,-0.05,0.054,0.041,-0.158
9,1.473,0.806,0.53,1.011,0.463,0.005,-0.972,-0.56,-0.019,0.054,0.041,-0.158
9,1.48,0.809,0.529,1.003,0.455,0.005,-1.014,-0.556,-0.026,0.056,0.047,-0.159
9,1.487,0.812,0.529,0.994,0.448,0.006,-0.988,-0.62,-0.128,0.056,0.047,-0.159
9,1.502,0.818,0.529,0.985,0.441,0.005,-1.049,-0.54,-0.079,0.056,0.051,-0.16
9,1.509,0.821,0.529,0.974,0.431,0.005,-1.049,-0.54,-0.079,0.057,0.054,-0.16
9,1.516,0.824,0.529,0.965,0.425,0.005,-1.077,-0.534,-0.123,0.056,0.058,-0.16
9,1.523,0.827,0.529,0.965,0.425,0.005,-1.077,-0.534,-0.123,0.056,0.061,-0.16
9,1.53,0.83,0.529,0.965,0.425,0.005,-1.077,-0.534,-0.123,0.056,0.061,-0.16
9,1.543,0.836,0.529,0.948,0.414,0.003,-1.089,-0.511,-0.152,0.055,0.066,-0.161
9,1.55,0.839,0.529,0.916,0.396,0.001,-1.177,-0.461,-0.112,0.051,0.075,-0.162
9,1.557,0.841,0.529,0.906,0.39,0.0,-1.291,-0.4,-0.115,0.051,0.078,-0.162
9,1.563,0.844,0.529,0.895,0.384,-0.001,-1.278,-0.386,-0.123,0.05,0.081,-0.162
9,1.57,0.847,0.529,0.884,0.379,-0.001,-1.367,-0.408,-0.149,0.05,0.081,-0.162
9,1.582,0.852,0.529,0.872,0.374,-0.002,-1.293,-0.351,-0.209,0.05,0.084,-0.162
9,1.589,0.854,0.529,0.858,0.367,-0.004,-1.295,-0.361,-0.199,0.047,0.089,-0.162
9,1.595,0.857,0.529,0.846,0.363,-0.005,-1.323,-0.305,-0.181,0.046,0.09,-0.162
9,1.601,0.86,0.529,0.834,0.358,-0.007,-1.323,-0.32,-0.116,0.046,0.091,-0.162
9,1.607,0.862,0.529,0.822,0.353,-0.008,-1.348,-0.382,-0.104,0.045,0.092,-0.162
9,1.618,0.867,0.528,0.809,0.349,-0.008,-1.296,-0.328,-0.14,0.045,0.093,-0.162
9,1.624,0.869,0.528,0.794,0.343,-0.009,-1.312,-0.313,-0.108,0.045,0.093,-0.162
9,1.63,0.872,0.528,0.781,0.338,-0.01,-1.29,-0.3,-0.142,0.044,0.094,-0.161
9,1.635,0.874,0.528,0.769,0.334,-0.011,-1.32,-0.329,-0.117,0.044,0.094,-0.161
9,1.641,0.876,0.528,0.757,0.33,-0.012,-1.283,-0.337,-0.165,0.043,0.094,-0.16
9,1.651,0.881,0.527,0.744,0.326,-0.013,-1.28,-0.266,-0.151,0.043,0.094,-0.16
9,1.656,0.883,0.527,0.729,0.319,-0.014,-1.341,-0.348,-0.127,0.043,0.094,-0.159
9,1.661,0.886,0.527,0.717,0.315,-0.015,-1.271,-0.325,-0.09,0.042,0.094,-0.158
9,1.667,0.888,0.527,0.704,0.311,-0.016,-1.253,-0.337,-0.106,0.042,0.094,-0.158
9,1.672,0.89,0.527,0.692,0.307,-0.017,-1.296,-0.299,-0.106,0.041,0.094,-0.157
9,1.681,0.894,0.526,0.679,0.303,-0.017,-1.267,-0.235,-0.065,0.041,0.094,-0.157
9,1.686,0.896,0.526,0.664,0.297,-0.018,-1.271,-0.296,-0.082,0.04,0.095,-0.156
10,-2.041,0.475,0.551,0.065,0.045,-0.022,-0.013,-0.092,-0.019,0.0,-0.015,0.087
10,-2.041,0.475,0.551,0.065,0.043,-0.022,-0.017,-0.035,0.02,0.0,-0.014,0.086
10,-2.041,0.475,0.551,0.066,0.043,-0.022,-0.062,-0.059,-0.011,-0.0,-0.014,0.086
10,-2.041,0.475,0.551,0.066,0.042,-0.021,-0.05,-0.075,0.018,-0.0,-0.013,0.086
10,-2.04,0.475,0.551,0.066,0.041,-0.021,-0.031,-0.096,0.002,-0.0,-0.012,0.086
10,-2.04,0.475,0.551,0.067,0.04,-0.02,-0.062,-0.111,-0.037,-0.001,-0.011,0.086
10,-2.04,0.475,0.55,0.066,0.039,-0.02,-0.047,-0.074,0.022,-0.001,-0.011,0.086
10,-2.039,0.475,0.551,0.067,0.039,-0.02,-0.051,-0.054,-0.037,-0.002,-0.01,0.086
10,-2.039,0.475,0.55,0.067,0.038,-0.02,-0.07,-0.006,-0.063,-0.002,-0.01,0.086
10,-2.039,0.475,0.55,0.067,0.038,-0.02,-0.067,-0.028,-0.01,-0.002,-0.009,0.085
10,-2.039,0.476,0.55,0.066,0.037,-0.02,-0.063,-0.078,-0.055,-0.003,-0.008,0.085
10,-2.038,0.475,0.55,0.066,0.037,-0.02,-0.089,-0.032,-0.084,-0.003,-0.007,0.085
10,-2.038,0.476,0.55,0.066,0.036,-0.02,-0.073,-0.047,-0.017,-0.003,-0.006,0.085
10,-2.038,0.476,0.55,0.066,0.037,-0.021,-0.094,-0.056,-0.066,-0.004,-0.006,0.085
10,-2.037,0.476,0.55,0.065,0.036,-0.02,-0.148,-0.034,-0.102,-0.004,-0.005,0.084
10,-2.037,0.476,0.549,0.064,0.035,-0.021,-0.117,-0.077,0.009,-0.004,-0.005,0.084
10,-2.037,0.476,0.55,0.064,0.035,-0.021,-0.099,-0.039,-0.058,-0.004,-0.005,0.084
10,-2.037,0.475,0.55,0.064,0.034,-0.021,-0.059,-0.068,-0.104,-0.004,-0.004,0.084
10,-2.037,0.476,0.549,0.064,0.033,-0.022,-0.103,-0.089,-0.046,-0.003,-0.004,0.084
10,-2.036,0.476,0.549,0.063,0.032,-0.022,-0.136,-0.062,-0.03,-0.003,-0.004,0.084
10,-2.036,0.476,0.549,0.063,0.032,-0.022,-0.081,-0.072,-0.054,-0.004,-0.004,0.084
10,-2.036,0.476,0.549,0.062,0.031,-0.022,-0.1,-0.061,-0.063,-0.004,-0.004,0.084
10,-2.036,0.476,0.549,0.061,0.03,-0.022,-0.11,-0.017,0.024,-0.004,-0.004,0.084
10,-2.035,0.476,0.549,0.061,0.03,-0.021,-0.119,-0.019,-0.021,-0.004,-0.004,0.084
10,-2.035,0.476,0.549,0.06,0.029,-0.021,-0.124,-0.116,-0.046,-0.004,-0.004,0.083
10,-2.035,0.476,0.549,0.06,0.029,-0.021,-0.145,-0.052,0.018,-0.004,-0.004,0.083
10,-2.035,0.476,0.549,0.058,0.028,-0.02,-0.157,0.045,-0.068,-0.004,-0.004,0.083
10,-2.035,0.476,0.549,0.057,0.027,-0.02,-0.116,-0.007,-0.006,-0.004,-0.004,0.083
10,-2.035,0.476,0.549,0.056,0.026,-0.02,-0.106,-0.021,0.026,-0.005,-0.005,0.083
10,-2.035,0.476,0.548,0.055,0.026,-0.02,-0.112,-0.066,-0.026,-0.005,-0.005,0.083
10,-2.035,0.475,0.548,0.055,0.026,-0.019,-0.126,-0.019,-0.053,-0.005,-0.005,0.083
